ID,status,time,J,W,speed
10704,1,4/1/2018 18:53:31,121.582597,31.276442,21.0
10704,1,4/1/2018 18:53:38,121.582272,31.276575,18.0
10704,1,4/1/2018 18:53:48,121.581808,31.277033000000007,27.0
10704,1,4/1/2018 18:53:58,121.58135,31.277525,22.0
10704,1,4/1/2018 18:54:09,121.581143,31.277792,2.0
10704,1,4/1/2018 18:54:18,121.581113,31.277825,1.0
10704,1,4/1/2018 18:54:39,121.581022,31.277925,5.0
10704,1,4/1/2018 18:54:49,121.580983,31.277968,1.0
10704,1,4/1/2018 18:55:00,121.580983,31.277968,0.0
10704,1,4/1/2018 18:55:10,121.580983,31.277968,0.0
10704,1,4/1/2018 18:55:20,121.580983,31.277968,0.0
10704,1,4/1/2018 18:55:40,121.580983,31.277968,0.0
10704,1,4/1/2018 18:55:50,121.580983,31.277968,0.0
10704,1,4/1/2018 18:56:00,121.580983,31.277968,0.0
10704,1,4/1/2018 18:56:10,121.580983,31.277968,0.0
10704,1,4/1/2018 18:56:20,121.580983,31.277968,0.0
10704,1,4/1/2018 18:56:40,121.58096,31.277997,5.0
10704,1,4/1/2018 18:56:50,121.58092,31.27793,12.0
10704,1,4/1/2018 18:57:00,121.581222,31.277627000000006,19.0
10704,1,4/1/2018 18:57:10,121.581575,31.277275,17.0
10704,1,4/1/2018 18:57:20,121.581875,31.276952,15.0
10704,1,4/1/2018 18:57:40,121.582203,31.276588,1.0
10704,1,4/1/2018 18:57:50,121.582203,31.276588,0.0
10704,1,4/1/2018 18:58:00,121.582203,31.276588,0.0
10704,1,4/1/2018 18:58:10,121.582203,31.276588,0.0
10704,1,4/1/2018 18:58:20,121.582203,31.276588,0.0
10704,1,4/1/2018 18:58:36,121.582563,31.276388,15.0
10704,1,4/1/2018 18:58:46,121.582975,31.276375,13.0
10704,1,4/1/2018 18:58:56,121.583232,31.276368,2.0
10704,1,4/1/2018 18:59:06,121.583232,31.276368,0.0
10704,1,4/1/2018 18:59:16,121.58338,31.276358,14.0
10704,1,4/1/2018 18:59:31,121.583755,31.276077,15.0
10704,1,4/1/2018 18:59:41,121.583745,31.27563,22.0
10704,1,4/1/2018 18:59:51,121.583693,31.27503,22.0
10704,1,4/1/2018 19:00:01,121.583657,31.274447,30.0
10704,1,4/1/2018 19:00:11,121.583505,31.273685,29.0
10704,1,4/1/2018 19:00:31,121.58341,31.272453,15.0
10704,1,4/1/2018 19:00:41,121.5834,31.272337,5.0
10704,1,4/1/2018 19:00:51,121.583382,31.272195,8.0
10704,1,4/1/2018 19:01:01,121.583363,31.271928000000006,10.0
10704,1,4/1/2018 19:01:11,121.583357,31.271825,1.0
10704,1,4/1/2018 19:01:31,121.583357,31.271825,0.0
10704,1,4/1/2018 19:01:41,121.583357,31.271825,0.0
10704,1,4/1/2018 19:01:51,121.583357,31.271825,0.0
10704,1,4/1/2018 19:02:01,121.583357,31.271825,0.0
10704,1,4/1/2018 19:02:11,121.583357,31.271825,0.0
10704,1,4/1/2018 19:02:31,121.58336,31.2718,11.0
10704,1,4/1/2018 19:02:41,121.583352,31.271185,40.0
10704,1,4/1/2018 19:02:51,121.583298,31.270048,50.0
10704,1,4/1/2018 19:03:01,121.583187,31.268762,53.0
10704,1,4/1/2018 19:03:11,121.582948,31.267502,47.0
10704,1,4/1/2018 19:03:31,121.582145,31.265242,51.0
10704,1,4/1/2018 19:03:41,121.58149,31.264053000000004,50.0
10704,1,4/1/2018 19:03:51,121.58078700000002,31.263022,38.0
10704,1,4/1/2018 19:04:01,121.580393,31.262508,21.0
10704,1,4/1/2018 19:04:11,121.579798,31.261862,46.0
10704,1,4/1/2018 19:04:31,121.57823,31.260132,37.0
10704,1,4/1/2018 19:04:41,121.577557,31.259382,33.0
10704,1,4/1/2018 19:04:51,121.577293,31.259077,2.0
10704,1,4/1/2018 19:05:01,121.577293,31.259077,0.0
10704,1,4/1/2018 19:05:11,121.577293,31.259077,0.0
10704,1,4/1/2018 19:05:31,121.577293,31.259077,0.0
10704,1,4/1/2018 19:05:41,121.577293,31.259077,0.0
10704,1,4/1/2018 19:05:51,121.577293,31.259077,0.0
10704,1,4/1/2018 19:06:01,121.577293,31.259077,0.0
10704,1,4/1/2018 19:06:11,121.577293,31.259077,0.0
10704,1,4/1/2018 19:06:31,121.577068,31.258785,8.0
10704,1,4/1/2018 19:06:41,121.577053,31.258732,1.0
10704,1,4/1/2018 19:06:51,121.577053,31.258732,0.0
10704,1,4/1/2018 19:07:01,121.577053,31.258732,0.0
10704,1,4/1/2018 19:07:11,121.577053,31.258732,0.0
10704,1,4/1/2018 19:07:31,121.577053,31.258732,0.0
10704,1,4/1/2018 19:07:41,121.577098,31.258465,22.0
10704,1,4/1/2018 19:07:44,121.577283,31.258347,28.0
10704,1,4/1/2018 19:07:54,121.578197,31.258062,40.0
10704,1,4/1/2018 19:08:04,121.57943799999998,31.257817,48.0
10704,1,4/1/2018 19:08:14,121.580665,31.257292,48.0
10704,1,4/1/2018 19:08:34,121.582763,31.255625,51.0
10704,1,4/1/2018 19:08:44,121.583922,31.254667,60.0
10704,1,4/1/2018 19:08:54,121.585192,31.25367,59.0
10704,1,4/1/2018 19:09:04,121.586453,31.252595,62.0
10704,1,4/1/2018 19:09:14,121.587653,31.251392,64.0
10704,1,4/1/2018 19:09:34,121.590135,31.248888,73.0
10704,1,4/1/2018 19:09:44,121.5915,31.24748,72.0
10704,1,4/1/2018 19:09:54,121.5928,31.24615,67.0
10704,1,4/1/2018 19:10:04,121.59403,31.244753000000006,71.0
10704,1,4/1/2018 19:10:14,121.595127,31.243232,69.0
10704,1,4/1/2018 19:10:34,121.597512,31.24035,67.0
