ID,status,time,J,W,speed
10030,1,4/1/2018 17:44:45,121.80353999999998,31.153188,0.0
10030,1,4/1/2018 17:44:55,121.80353999999998,31.153188,0.0
10030,1,4/1/2018 17:45:05,121.80353999999998,31.153188,0.0
10030,1,4/1/2018 17:45:15,121.80353999999998,31.153188,0.0
10030,1,4/1/2018 17:45:25,121.80353999999998,31.153188,0.0
10030,1,4/1/2018 17:45:35,121.803507,31.153197,0.0
10030,1,4/1/2018 17:45:45,121.803507,31.153197,0.0
10030,1,4/1/2018 17:45:55,121.803507,31.153197,6.0
10030,1,4/1/2018 17:46:05,121.80342,31.153222,27.0
10030,1,4/1/2018 17:46:07,121.803345,31.153263,31.0
10030,1,4/1/2018 17:46:17,121.802652,31.154077,49.0
10030,1,4/1/2018 17:46:27,121.802735,31.155635,39.0
10030,1,4/1/2018 17:46:37,121.802432,31.15661,47.0
10030,1,4/1/2018 17:46:47,121.801798,31.157692,48.0
10030,1,4/1/2018 17:46:57,121.80085,31.15839,26.0
10030,1,4/1/2018 17:47:07,121.800648,31.158537,9.0
10030,1,4/1/2018 17:47:17,121.800353,31.158668,14.0
10030,1,4/1/2018 17:47:27,121.800017,31.158913,25.0
10030,1,4/1/2018 17:47:37,121.799687,31.159332,16.0
10030,1,4/1/2018 17:47:47,121.799482,31.159788,25.0
10030,1,4/1/2018 17:47:57,121.799285,31.160282,21.0
10030,1,4/1/2018 17:48:07,121.799042,31.160827,28.0
10030,1,4/1/2018 17:48:17,121.798683,31.161547,42.0
10030,1,4/1/2018 17:48:27,121.798202,31.162537,41.0
10030,1,4/1/2018 17:48:37,121.797505,31.163608,61.0
10030,1,4/1/2018 17:48:47,121.796622,31.164828000000004,36.0
10030,1,4/1/2018 17:48:50,121.796422,31.165025,30.0
10030,1,4/1/2018 17:48:51,121.796352,31.16505,29.0
10030,1,4/1/2018 17:48:58,121.79586,31.164767,20.0
10030,1,4/1/2018 17:49:00,121.795933,31.16461,30.0
10030,1,4/1/2018 17:49:10,121.7966,31.163625,49.0
10030,1,4/1/2018 17:49:20,121.79722,31.162543,51.0
10030,1,4/1/2018 17:49:30,121.79783,31.161373,53.0
10030,1,4/1/2018 17:49:40,121.79831,31.160268,46.0
10030,1,4/1/2018 17:49:50,121.798768,31.15906,43.0
10030,1,4/1/2018 17:50:00,121.79917,31.158,52.0
10030,1,4/1/2018 17:50:40,121.800798,31.153597,57.0
10030,1,4/1/2018 17:50:50,121.80132,31.152218,55.0
10030,1,4/1/2018 17:50:51,121.801453,31.152142,57.0
10030,1,4/1/2018 17:51:01,121.801908,31.150740000000006,58.0
10030,1,4/1/2018 17:51:11,121.802347,31.149558000000006,43.0
10030,1,4/1/2018 17:51:21,121.802883,31.148282,69.0
10030,1,4/1/2018 17:51:31,121.803567,31.146483,78.0
10030,1,4/1/2018 17:51:41,121.804247,31.14473,70.0
10030,1,4/1/2018 17:51:51,121.804835,31.143128000000004,68.0
10030,1,4/1/2018 17:51:52,121.804942,31.142808,65.0
10030,1,4/1/2018 17:52:08,121.805882,31.140473,72.0
10030,1,4/1/2018 17:52:21,121.80664,31.138318,68.0
10030,1,4/1/2018 17:52:26,121.806825,31.137435,70.0
10030,1,4/1/2018 17:52:26,121.806825,31.137435,69.0
10030,1,4/1/2018 17:52:51,121.808517,31.133395,72.0
10030,1,4/1/2018 17:53:01,121.809157,31.131748,68.0
10030,1,4/1/2018 17:53:11,121.809823,31.130255,61.0
10030,1,4/1/2018 17:53:21,121.81041,31.128908000000006,67.0
10030,1,4/1/2018 17:53:31,121.811092,31.127177000000003,72.0
10030,1,4/1/2018 17:53:41,121.811717,31.125508,66.0
10030,1,4/1/2018 17:53:51,121.812275,31.124048,58.0
10030,1,4/1/2018 17:54:01,121.81277,31.122743,59.0
10030,1,4/1/2018 17:54:11,121.813305,31.121175,66.0
10030,1,4/1/2018 17:54:21,121.813807,31.119805,42.0
10030,1,4/1/2018 17:54:23,121.813805,31.119602,38.0
10030,1,4/1/2018 17:54:25,121.81365,31.119475,31.0
10030,1,4/1/2018 17:54:29,121.813355,31.119347,26.0
10030,1,4/1/2018 17:54:31,121.813338,31.119222,37.0
10030,1,4/1/2018 17:54:41,121.813868,31.117908,54.0
10030,1,4/1/2018 17:54:51,121.814285,31.11683,58.0
10030,1,4/1/2018 17:55:01,121.81483500000002,31.11536,51.0
10030,1,4/1/2018 17:55:11,121.815038,31.114847,2.0
10030,1,4/1/2018 17:55:21,121.815038,31.114852000000006,11.0
10030,1,4/1/2018 17:55:25,121.815167,31.11474,21.0
